City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Weather Description
341,Poltava,49.5937,34.5407,36.9,88,99,6.4,UA,2022-04-18 00:12:22,overcast clouds
342,Chokurdakh,70.6333,147.9167,10.83,91,78,4.45,RU,2022-04-18 00:11:25,broken clouds
343,Bantry,51.6833,-9.45,44.78,85,35,5.73,IE,2022-04-18 00:12:22,scattered clouds
344,Vieques,18.425,-65.8329,79.11,73,20,12.66,PR,2022-04-18 00:12:23,smoke
345,Hualmay,-11.0964,-77.6139,66.67,83,14,11.34,PE,2022-04-18 00:12:23,few clouds
346,Fort Walton Beach,30.4058,-86.6188,73.99,92,100,13.0,US,2022-04-18 00:08:22,overcast clouds
347,Cassilandia,-19.1133,-51.7342,63.16,64,0,3.36,BR,2022-04-18 00:12:23,clear sky
348,Beringovskiy,63.05,179.3167,31.28,99,100,8.93,RU,2022-04-18 00:12:24,light snow
349,Bonthe,7.5264,-12.505,78.37,80,100,6.02,SL,2022-04-18 00:12:24,overcast clouds
350,La Brea,15.8,-85.9667,77.86,70,36,5.12,HN,2022-04-18 00:12:24,scattered clouds
351,Tautira,-17.7333,-149.15,81.32,72,21,12.41,PF,2022-04-18 00:12:25,light rain
352,Mezen,65.8522,44.24,31.77,98,100,8.7,RU,2022-04-18 00:12:25,light snow
353,Tornio,65.8481,24.1466,30.22,97,91,4.03,FI,2022-04-18 00:12:25,overcast clouds
354,Bang Saphan,11.2126,99.5117,79.07,86,99,1.9,TH,2022-04-18 00:12:26,overcast clouds
355,Peterhead,57.5058,-1.7981,46.8,90,100,17.87,GB,2022-04-18 00:12:26,overcast clouds
356,Manavalakurichi,8.1333,77.3,80.08,83,61,9.95,IN,2022-04-18 00:12:26,broken clouds
357,Kruisfontein,-34.0033,24.7314,59.88,84,50,4.9,ZA,2022-04-18 00:12:27,scattered clouds
358,Lima,-12.0432,-77.0282,63.39,28,20,4.61,PE,2022-04-18 00:12:27,few clouds
359,Cockburn Town,21.4612,-71.1419,77.99,85,43,21.39,TC,2022-04-18 00:12:28,scattered clouds
360,Pimentel,-6.8367,-79.9342,66.67,84,11,13.06,PE,2022-04-18 00:11:07,few clouds
361,Yarim,14.298,44.3779,58.62,49,33,0.54,YE,2022-04-18 00:12:28,scattered clouds
362,Grand Gaube,-20.0064,57.6608,75.38,91,11,3.0,MU,2022-04-18 00:12:03,few clouds
363,Port Shepstone,-30.7414,30.455,64.02,83,91,5.55,ZA,2022-04-18 00:12:29,overcast clouds
364,Chunoyar,57.4467,97.3217,41.79,89,100,7.96,RU,2022-04-18 00:12:29,overcast clouds
365,Waingapu,-9.6567,120.2641,81.64,80,91,5.06,ID,2022-04-18 00:12:29,overcast clouds
366,Manggar,-2.8833,108.2667,81.55,77,42,1.92,ID,2022-04-18 00:12:30,scattered clouds
367,Jinka,5.65,36.65,60.94,91,86,2.98,ET,2022-04-18 00:12:30,light rain
368,Great Yarmouth,52.6083,1.7305,51.94,82,77,12.41,GB,2022-04-18 00:12:30,broken clouds
369,Whitehorse,60.7161,-135.0538,31.01,50,100,2.24,CA,2022-04-18 00:12:30,overcast clouds
370,Leh,34.1667,77.5833,34.92,47,36,2.82,IN,2022-04-18 00:12:31,scattered clouds
371,Sistranda,63.7256,8.834,46.36,79,86,4.65,NO,2022-04-18 00:12:07,overcast clouds
372,Sisimiut,66.9395,-53.6735,18.81,79,100,5.03,GL,2022-04-18 00:12:31,overcast clouds
373,Palu,-0.8917,119.8707,82.38,77,83,2.13,ID,2022-04-18 00:12:32,broken clouds
374,Aksarka,66.5606,67.7975,14.97,89,89,8.77,RU,2022-04-18 00:13:32,overcast clouds
375,Shitanjing,39.2342,106.3439,41.11,46,1,5.14,CN,2022-04-18 00:10:59,clear sky
376,Roseburg,43.2165,-123.3417,57.18,53,0,4.61,US,2022-04-18 00:10:25,clear sky
377,Marathon,44.9,-89.7668,40.24,50,40,6.91,US,2022-04-18 00:13:32,scattered clouds
378,Tighina,46.8306,29.4711,39.97,63,100,11.68,MD,2022-04-18 00:13:33,overcast clouds
379,Benjamin Aceval,-24.9667,-57.5667,63.99,73,27,5.3,PY,2022-04-18 00:13:33,scattered clouds
380,Nalut,30.3333,10.85,59.61,38,0,6.53,LY,2022-04-18 00:13:34,clear sky
381,Shingu,33.7333,135.9833,62.47,83,100,6.58,JP,2022-04-18 00:13:34,overcast clouds
382,Caranavi,-15.8167,-67.55,59.99,90,68,1.43,BO,2022-04-18 00:13:34,broken clouds
383,Znamenskoye,57.1281,73.8282,30.7,90,36,1.95,RU,2022-04-18 00:13:35,scattered clouds
384,Clyde River,70.4692,-68.5914,-13.22,97,95,3.74,CA,2022-04-18 00:13:35,overcast clouds
385,Lazarev,52.225,141.5131,25.77,89,93,3.38,RU,2022-04-18 00:12:19,overcast clouds
386,Blankenberge,51.3131,3.1323,53.38,45,85,10.85,BE,2022-04-18 00:13:36,overcast clouds
387,Buzmeyin,38.0507,58.2056,54.12,74,100,8.63,TM,2022-04-18 00:13:36,overcast clouds
388,Miri,4.4148,114.0089,80.08,78,79,4.52,MY,2022-04-18 00:12:34,broken clouds
389,Ocampo,21.65,-101.5,83.37,8,75,8.9,MX,2022-04-18 00:13:37,broken clouds
390,Kalaleh,37.3807,55.4916,51.42,80,100,1.23,IR,2022-04-18 00:11:15,overcast clouds
391,Doha,25.2867,51.5333,78.78,22,0,11.5,QA,2022-04-18 00:13:37,clear sky
392,Stornoway,58.2093,-6.3865,48.16,94,75,9.22,GB,2022-04-18 00:13:37,broken clouds
393,Northam,51.0333,-4.2167,48.38,90,12,11.83,GB,2022-04-18 00:13:38,few clouds
394,Lucapa,-8.4192,20.7447,66.25,97,94,3.38,AO,2022-04-18 00:13:38,overcast clouds
395,Mareeba,-17.0,145.4333,79.66,73,93,5.23,AU,2022-04-18 00:13:39,overcast clouds
396,Kyzyl-Suu,42.3414,78.0056,49.75,37,32,7.02,KG,2022-04-18 00:13:39,scattered clouds
397,Ust-Kulom,61.6864,53.6902,25.68,93,85,4.05,RU,2022-04-18 00:13:39,overcast clouds
398,Mmabatho,-25.85,25.6333,58.5,86,97,1.81,ZA,2022-04-18 00:13:40,overcast clouds
399,Otradnoye,59.7775,30.8181,39.87,74,100,3.38,RU,2022-04-18 00:13:40,overcast clouds
400,Aksu,41.1231,80.2644,54.07,18,56,5.7,CN,2022-04-18 00:13:40,broken clouds
401,Maturin,9.75,-63.1767,79.16,60,98,10.27,VE,2022-04-18 00:13:41,overcast clouds
402,Port Macquarie,-31.4333,152.9167,74.89,68,13,4.09,AU,2022-04-18 00:11:15,few clouds
403,Hamilton,39.1834,-84.5333,49.32,49,0,12.66,US,2022-04-18 00:10:30,clear sky
404,Yabrud,33.9674,36.6574,61.29,18,57,7.0,SY,2022-04-18 00:13:42,broken clouds
405,Novikovo,51.1537,37.8879,46.65,96,100,7.11,RU,2022-04-18 00:13:42,overcast clouds
406,Lagoa,39.05,-27.9833,56.97,66,63,16.26,PT,2022-04-18 00:11:11,broken clouds
407,Kloulklubed,7.0419,134.2556,82.9,74,95,2.75,PW,2022-04-18 00:13:43,overcast clouds
408,Kapan,39.2075,46.4058,50.59,60,36,4.92,AM,2022-04-18 00:13:43,scattered clouds
409,Vanimo,-2.6741,141.3028,82.74,79,76,2.86,PG,2022-04-18 00:13:43,broken clouds
410,George Town,5.4112,100.3354,82.33,89,40,0.0,MY,2022-04-18 00:11:27,scattered clouds
411,Mount Gambier,-37.8333,140.7667,58.96,82,100,7.81,AU,2022-04-18 00:13:44,overcast clouds
412,Cidreira,-30.1811,-50.2056,67.35,73,98,11.12,BR,2022-04-18 00:13:44,overcast clouds
413,Ouegoa,-20.35,164.4333,79.92,58,98,1.39,NC,2022-04-18 00:13:44,overcast clouds
414,Saint George,37.1041,-113.5841,85.62,10,0,11.5,US,2022-04-18 00:13:45,clear sky
415,Vao,-22.6667,167.4833,76.98,71,32,5.37,NC,2022-04-18 00:13:45,scattered clouds
416,Aldan,58.6031,125.3894,24.94,87,100,14.23,RU,2022-04-18 00:12:16,light snow
417,Bambous Virieux,-20.3428,57.7575,75.22,87,30,11.05,MU,2022-04-18 00:13:46,light rain
418,Maragogi,-9.0122,-35.2225,78.78,81,81,8.7,BR,2022-04-18 00:13:46,broken clouds
419,Acajutla,13.5928,-89.8275,84.18,70,100,8.12,SV,2022-04-18 00:13:46,overcast clouds
420,Valdivia,-39.8142,-73.2459,50.11,89,98,2.08,CL,2022-04-18 00:10:59,overcast clouds
421,Honiara,-9.4333,159.95,86.11,66,74,8.25,SB,2022-04-18 00:10:34,broken clouds
422,Klaksvik,62.2266,-6.589,47.32,97,100,11.79,FO,2022-04-18 00:12:10,light rain
423,Ambilobe,-13.2,49.05,71.38,90,49,3.18,MG,2022-04-18 00:14:19,scattered clouds
424,Pangody,65.85,74.4859,9.37,96,99,9.04,RU,2022-04-18 00:14:47,overcast clouds
425,Dindori,22.95,81.0833,76.5,21,0,3.15,IN,2022-04-18 00:14:48,clear sky
426,Beneditinos,-5.45,-42.3667,74.08,95,87,1.45,BR,2022-04-18 00:14:48,moderate rain
427,Candido Mendes,-1.4467,-45.7167,75.15,93,91,2.57,BR,2022-04-18 00:14:48,overcast clouds
428,Tadine,-21.55,167.8833,78.91,70,100,0.96,NC,2022-04-18 00:12:43,overcast clouds
429,Ust-Tsilma,65.441,52.1498,32.22,98,100,4.07,RU,2022-04-18 00:14:49,overcast clouds
430,Morro Bay,35.3658,-120.8499,81.48,66,55,8.99,US,2022-04-18 00:14:49,broken clouds
431,Santa Cruz,-17.8,-63.1667,71.06,68,75,3.44,BO,2022-04-18 00:14:49,broken clouds
432,Ketchikan,55.3422,-131.6461,50.47,32,20,6.91,US,2022-04-18 00:11:03,few clouds
433,Benjamin Constant,-4.3831,-70.0311,77.13,98,67,1.72,BR,2022-04-18 00:14:50,broken clouds
434,Fairfield,41.2668,-73.3162,45.21,42,20,9.22,US,2022-04-18 00:11:33,few clouds
435,Khudumelapye,-23.8833,24.75,62.2,88,85,5.17,BW,2022-04-18 00:14:51,overcast clouds
436,Broome,42.2506,-75.833,37.78,53,0,6.91,US,2022-04-18 00:14:51,clear sky
437,Wiang Sa,8.6359,99.3666,82.29,90,76,1.5,TH,2022-04-18 00:14:51,broken clouds
438,Khilok,51.3674,110.4676,48.88,43,73,5.57,RU,2022-04-18 00:14:52,broken clouds
439,Salmas,38.1973,44.7653,47.89,43,75,3.44,IR,2022-04-18 00:14:52,broken clouds
440,Esna,25.2934,32.554,85.53,11,39,5.03,EG,2022-04-18 00:14:52,scattered clouds
441,Opuwo,-18.0607,13.84,70.88,38,50,3.22,NA,2022-04-18 00:14:25,scattered clouds
442,Svetlyy,54.675,20.1347,38.97,76,31,5.01,RU,2022-04-18 00:14:53,scattered clouds
443,Tiznit,29.5833,-9.5,72.86,23,100,1.34,MA,2022-04-18 00:14:53,overcast clouds
444,Vila Velha,-20.3297,-40.2925,75.15,81,75,11.5,BR,2022-04-18 00:14:54,broken clouds
445,Acarau,-2.8856,-40.12,78.28,86,90,6.91,BR,2022-04-18 00:14:54,overcast clouds
446,Prince Rupert,54.3161,-130.3201,46.98,52,19,5.1,CA,2022-04-18 00:14:54,few clouds
447,Smithers,54.7804,-127.1743,47.41,35,94,2.17,CA,2022-04-18 00:14:55,overcast clouds
448,Katsuura,35.1333,140.3,62.87,68,90,11.41,JP,2022-04-18 00:14:55,overcast clouds
449,Tual,-5.6667,132.75,84.36,71,96,8.41,ID,2022-04-18 00:14:56,overcast clouds
450,Cervo,43.6702,-7.4101,54.97,95,56,7.54,ES,2022-04-18 00:14:56,broken clouds
451,Puerto Quijarro,-17.7833,-57.7667,77.56,50,10,5.12,BO,2022-04-18 00:14:56,clear sky
452,Ornskoldsvik,63.2909,18.7153,31.15,100,96,4.61,SE,2022-04-18 00:14:57,overcast clouds
453,Yar-Sale,66.8333,70.8333,11.62,85,98,7.85,RU,2022-04-18 00:14:57,overcast clouds
454,Webuye,0.6075,34.7697,63.43,89,100,2.48,KE,2022-04-18 00:14:58,overcast clouds
455,Tateyama,34.9833,139.8667,65.1,70,91,11.07,JP,2022-04-18 00:14:58,overcast clouds
456,Ronneby,56.21,15.276,32.5,100,75,2.3,SE,2022-04-18 00:14:58,broken clouds
457,Narino,5.6089,-75.1766,62.94,99,100,0.34,CO,2022-04-18 00:14:59,overcast clouds
458,Fare,-16.7,-151.0167,81.0,73,17,10.36,PF,2022-04-18 00:14:59,light rain
459,Lavrentiya,65.5833,-171.0,31.05,97,100,14.67,RU,2022-04-18 00:13:39,snow
460,Bac Lieu,9.285,105.7244,82.94,75,86,11.9,VN,2022-04-18 00:14:59,overcast clouds
461,Amarkantak,22.6667,81.75,72.61,17,1,2.44,IN,2022-04-18 00:15:00,clear sky
462,Oruro,-17.9833,-67.15,45.09,36,6,3.44,BO,2022-04-18 00:15:00,clear sky
463,Kampong Thum,12.7111,104.8887,79.7,81,99,5.19,KH,2022-04-18 00:15:00,overcast clouds
464,Columbus,39.9612,-82.9988,48.33,42,20,10.36,US,2022-04-18 00:14:11,few clouds
465,Togul,53.465,85.9128,48.76,70,98,3.44,RU,2022-04-18 00:15:01,overcast clouds
466,Ullapool,57.8987,-5.1604,50.47,94,100,3.4,GB,2022-04-18 00:15:02,light rain
467,Tineo,43.3376,-6.4145,48.45,96,8,1.95,ES,2022-04-18 00:15:03,clear sky
468,Samana,19.2056,-69.3369,74.79,89,100,8.41,DO,2022-04-18 00:15:03,light rain
469,Bela Vista De Goias,-16.9728,-48.9533,74.55,71,100,4.76,BR,2022-04-18 00:15:04,overcast clouds
470,Zavitinsk,50.1167,129.45,40.46,50,53,5.12,RU,2022-04-18 00:16:05,broken clouds
471,Zonguldak,41.25,31.8333,46.02,97,99,4.21,TR,2022-04-18 00:16:05,overcast clouds
472,Maridi,4.9158,29.4742,72.07,72,69,3.47,SS,2022-04-18 00:16:06,broken clouds
473,Contai,21.7786,87.7536,79.18,90,46,8.75,IN,2022-04-18 00:16:06,scattered clouds
474,Jatiroto,-7.8833,111.1167,77.4,89,97,2.59,ID,2022-04-18 00:16:06,overcast clouds
475,Upington,-28.4478,21.2561,59.38,72,0,5.75,ZA,2022-04-18 00:16:07,clear sky
476,Sakti,22.0333,82.9667,77.43,22,3,5.37,IN,2022-04-18 00:16:07,clear sky
477,Chapais,49.7834,-74.8492,24.58,84,100,9.69,CA,2022-04-18 00:16:08,overcast clouds
478,Nanning,22.8167,108.3167,57.36,91,100,8.59,CN,2022-04-18 00:15:00,overcast clouds
479,Saint-Pierre,-21.3393,55.4781,73.29,86,100,3.44,RE,2022-04-18 00:16:08,overcast clouds
480,Chernaya Kholunitsa,58.8511,51.7154,23.58,95,47,1.9,RU,2022-04-18 00:16:09,scattered clouds
481,Oranjemund,-28.55,16.4333,59.58,72,0,4.27,NA,2022-04-18 00:11:41,clear sky
482,Fairview,40.8126,-73.999,46.54,38,0,16.11,US,2022-04-18 00:15:07,clear sky
483,Buala,-8.145,159.5921,83.75,74,85,9.22,SB,2022-04-18 00:16:09,moderate rain
484,Cabo San Lucas,22.8909,-109.9124,88.9,50,52,9.04,MX,2022-04-18 00:13:38,broken clouds
485,Urcos,-13.6861,-71.6228,62.49,83,26,4.25,PE,2022-04-18 00:16:10,scattered clouds
486,Guerrero Negro,27.9769,-114.0611,65.05,65,85,19.04,MX,2022-04-18 00:16:10,overcast clouds
487,Silver City,32.7701,-108.2803,80.56,5,0,14.0,US,2022-04-18 00:14:36,clear sky
488,Tiruchchirappalli,10.8167,78.6833,75.31,83,20,6.91,IN,2022-04-18 00:16:10,mist
489,Port-Gentil,-0.7193,8.7815,81.03,82,100,8.16,GA,2022-04-18 00:16:11,light rain
490,Marystown,47.1666,-55.1483,43.9,99,100,13.0,CA,2022-04-18 00:16:11,overcast clouds
491,Samarai,-10.6167,150.6667,82.56,78,100,10.58,PG,2022-04-18 00:13:40,overcast clouds
492,Maningrida,-12.0667,134.2667,81.1,69,100,10.63,AU,2022-04-18 00:16:12,overcast clouds
493,Tulsipur,28.131,82.2973,72.23,21,4,6.76,NP,2022-04-18 00:16:12,clear sky
494,Guaraniacu,-25.1008,-52.8781,55.44,86,38,1.86,BR,2022-04-18 00:16:12,scattered clouds
495,Puerto Del Rosario,28.5004,-13.8627,69.55,73,0,9.22,ES,2022-04-18 00:16:13,clear sky
496,Cap-Aux-Meules,47.3821,-61.8597,35.65,93,75,24.16,CA,2022-04-18 00:13:01,broken clouds
497,Alofi,-19.0595,-169.9187,85.89,70,92,9.22,NU,2022-04-18 00:16:13,overcast clouds
498,Catamarca,-28.4696,-65.7852,62.58,70,18,10.02,AR,2022-04-18 00:16:13,few clouds
499,Hoshcha,50.6003,26.6744,31.05,72,29,5.06,UA,2022-04-18 00:16:14,scattered clouds
500,Chakwal,32.9334,72.8585,75.45,23,14,5.97,PK,2022-04-18 00:16:14,few clouds
501,Pisco,-13.7,-76.2167,65.01,82,0,14.97,PE,2022-04-18 00:16:15,clear sky
502,Paternion,46.7142,13.6361,41.45,73,5,3.53,AT,2022-04-18 00:16:15,clear sky
503,Phan Thiet,10.9333,108.1,79.41,79,69,9.46,VN,2022-04-18 00:16:15,broken clouds
504,Richards Bay,-28.783,32.0377,63.48,94,100,3.83,ZA,2022-04-18 00:16:15,light rain
505,Zhigansk,66.7697,123.3711,28.58,79,100,29.26,RU,2022-04-18 00:12:12,overcast clouds
506,Thinadhoo,0.5333,72.9333,83.43,70,99,10.04,MV,2022-04-18 00:16:16,overcast clouds
507,North Bend,43.4065,-124.2243,55.92,78,40,8.05,US,2022-04-18 00:16:16,scattered clouds
508,Mercedes,-34.6515,-59.4307,63.64,66,100,6.78,AR,2022-04-18 00:12:04,overcast clouds
509,Mae Hong Son,19.3003,97.9685,78.04,64,42,0.69,TH,2022-04-18 00:12:54,scattered clouds
510,Ca Mau,9.1769,105.15,82.22,75,39,6.69,VN,2022-04-18 00:15:55,scattered clouds
511,Praia Da Vitoria,38.7333,-27.0667,59.25,77,40,14.92,PT,2022-04-18 00:17:17,scattered clouds
512,Monte Patria,-30.6919,-70.9467,67.98,51,1,1.05,CL,2022-04-18 00:17:18,clear sky
513,Nuuk,64.1835,-51.7216,23.88,85,100,4.0,GL,2022-04-18 00:17:18,overcast clouds
514,Fortuna,40.5982,-124.1573,59.94,50,0,8.05,US,2022-04-18 00:15:34,clear sky
515,Pangnirtung,66.1451,-65.7125,-4.23,100,100,6.2,CA,2022-04-18 00:17:19,overcast clouds
516,Edea,3.8,10.1333,75.47,98,96,0.96,CM,2022-04-18 00:17:19,overcast clouds
517,Fallon,39.4735,-118.7774,73.27,7,20,6.91,US,2022-04-18 00:12:40,few clouds
518,Atar,20.5169,-13.0499,85.42,12,88,3.87,MR,2022-04-18 00:13:11,overcast clouds
519,Nhulunbuy,-12.2333,136.7667,77.61,94,100,10.36,AU,2022-04-18 00:17:20,moderate rain
520,Mayo,38.8876,-76.5119,52.09,43,0,8.05,US,2022-04-18 00:17:20,clear sky
521,Erzin,36.9559,36.2,64.69,34,99,6.62,TR,2022-04-18 00:17:20,overcast clouds
522,Manuk Mangkaw,4.8,119.85,82.04,77,86,8.77,PH,2022-04-18 00:17:21,overcast clouds
523,Khromtau,50.2503,58.4347,45.84,63,36,4.76,KZ,2022-04-18 00:17:21,scattered clouds
524,Jiuquan,39.7432,98.5174,44.15,28,0,1.19,CN,2022-04-18 00:17:21,clear sky
525,Puerto Escondido,15.85,-97.0667,85.03,74,0,5.75,MX,2022-04-18 00:17:22,clear sky
526,Biak,-0.9131,122.8766,80.74,69,75,1.77,ID,2022-04-18 00:13:23,broken clouds
527,Zhanaozen,43.3,52.8,55.42,50,0,4.76,KZ,2022-04-18 00:17:23,clear sky
528,San Antonio,29.4241,-98.4936,88.84,65,40,5.75,US,2022-04-18 00:16:16,scattered clouds
529,Tocopilla,-22.092,-70.1979,63.84,77,22,5.48,CL,2022-04-18 00:17:23,few clouds
530,Batagay,67.6333,134.6333,17.29,82,44,6.11,RU,2022-04-18 00:17:24,scattered clouds
531,Ossora,59.2353,163.0719,29.34,75,28,1.3,RU,2022-04-18 00:17:24,scattered clouds
532,Jefferson City,38.5767,-92.1735,41.9,78,100,8.41,US,2022-04-18 00:15:26,overcast clouds
533,Pacific Grove,36.6177,-121.9166,67.39,71,0,11.5,US,2022-04-18 00:17:24,clear sky
534,Cadillac,44.2519,-85.4012,40.91,36,0,6.91,US,2022-04-18 00:15:32,clear sky
535,Wisconsin Rapids,44.3836,-89.8174,41.29,53,75,10.36,US,2022-04-18 00:17:25,broken clouds
536,Altamira,-3.2033,-52.2064,73.36,97,97,2.21,BR,2022-04-18 00:17:25,moderate rain
537,Zhanakorgan,43.9098,67.2495,66.31,38,100,13.44,KZ,2022-04-18 00:17:26,overcast clouds
538,Yarke Pole,45.608,34.3172,45.97,94,100,11.27,UA,2022-04-18 00:17:26,light rain
539,Flinders,-34.5833,150.8552,73.26,69,81,7.0,AU,2022-04-18 00:17:27,broken clouds
540,Nenjiang,49.1833,125.2167,41.2,34,75,7.27,CN,2022-04-18 00:17:27,broken clouds
541,Agadir,30.4202,-9.5982,68.45,42,100,1.03,MA,2022-04-18 00:14:10,overcast clouds
542,Avdon,54.6667,55.7167,38.52,93,100,4.47,RU,2022-04-18 00:17:27,light rain
543,Kongolo,-5.3833,27.0,69.64,96,7,3.69,CD,2022-04-18 00:17:28,clear sky
544,Olga,43.7444,135.2892,49.46,39,86,8.08,RU,2022-04-18 00:17:28,overcast clouds
545,Nichinan,31.6,131.3667,62.28,57,100,2.28,JP,2022-04-18 00:17:28,overcast clouds
546,Kimparana,12.8347,-4.9244,86.74,23,99,3.27,ML,2022-04-18 00:17:29,overcast clouds
547,Sechura,-5.5569,-80.8222,71.46,67,14,16.67,PE,2022-04-18 00:17:29,few clouds
548,Constantine,36.365,6.6147,45.81,81,0,5.75,DZ,2022-04-18 00:17:30,clear sky
549,Anloga,5.7947,0.8973,82.63,80,99,11.5,GH,2022-04-18 00:17:30,light rain
550,Ballina,-28.8667,153.5667,73.02,85,70,5.48,AU,2022-04-18 00:17:30,broken clouds
551,Resistencia,-27.4606,-58.9839,66.25,88,0,2.3,AR,2022-04-18 00:17:31,light rain
552,Gonen,40.1049,27.654,54.01,56,100,9.84,TR,2022-04-18 00:17:31,overcast clouds
553,Sampit,-2.5333,112.95,78.75,82,99,2.24,ID,2022-04-18 00:17:32,overcast clouds
554,Chernyshevskiy,63.0128,112.4714,29.5,83,95,15.03,RU,2022-04-18 00:17:32,overcast clouds
555,Mozhaysk,55.5019,36.0272,28.92,85,47,6.8,RU,2022-04-18 00:17:33,scattered clouds
556,Monrovia,6.3005,-10.7969,78.75,82,100,3.56,LR,2022-04-18 00:17:33,overcast clouds
557,Aguimes,27.9054,-15.4461,75.83,31,65,11.99,ES,2022-04-18 00:18:34,broken clouds
558,The Valley,18.217,-63.0578,79.11,78,39,24.05,AI,2022-04-18 00:18:34,scattered clouds
559,Carman,49.4992,-98.0016,26.94,93,100,11.5,CA,2022-04-18 00:18:34,snow
560,Malanje,-9.5402,16.341,64.85,96,100,2.55,AO,2022-04-18 00:18:35,overcast clouds
561,Tecoanapa,16.5167,-98.75,83.61,55,36,9.1,MX,2022-04-18 00:18:35,scattered clouds
562,Oistins,13.0667,-59.5333,78.89,73,75,18.41,BB,2022-04-18 00:18:35,broken clouds
563,Methoni,36.8197,21.7049,58.21,86,77,3.78,GR,2022-04-18 00:18:36,light rain
564,Yambio,4.5721,28.3955,69.93,79,95,1.25,SS,2022-04-18 00:18:36,overcast clouds
565,Qeshm,26.9581,56.2719,77.05,68,0,4.27,IR,2022-04-18 00:15:10,clear sky
566,Roald,62.5833,6.1333,48.76,87,100,3.44,NO,2022-04-18 00:18:37,overcast clouds
567,Sibolga,1.7427,98.7792,75.69,94,100,3.89,ID,2022-04-18 00:18:37,overcast clouds
568,Korla,41.7597,86.1469,54.28,17,1,7.94,CN,2022-04-18 00:18:37,clear sky
569,Kreminna,49.0495,38.2179,51.22,79,100,2.93,UA,2022-04-18 00:18:38,overcast clouds
570,Umm Kaddadah,13.6017,26.6876,84.78,16,24,9.73,SD,2022-04-18 00:15:30,few clouds
571,Micheweni,-4.9667,39.8333,79.18,85,56,10.54,TZ,2022-04-18 00:18:38,light rain
572,Pemangkat,1.1667,108.9667,79.66,85,73,7.0,ID,2022-04-18 00:18:39,broken clouds
573,Knyaze-Volkonskoye,48.4642,135.4567,34.14,90,99,4.74,RU,2022-04-18 00:18:39,overcast clouds
574,Dalbandin,28.8947,64.4101,75.58,26,17,5.14,PK,2022-04-18 00:18:39,few clouds
575,Kupang,-10.1667,123.5833,81.25,77,99,3.09,ID,2022-04-18 00:18:40,overcast clouds
576,Worcester,42.3334,-71.8328,42.85,52,0,8.05,US,2022-04-18 00:17:16,clear sky
577,Bilibino,68.0546,166.4372,22.14,83,98,0.92,RU,2022-04-18 00:18:40,overcast clouds
578,Itacoatiara,-3.1431,-58.4442,75.58,94,100,0.51,BR,2022-04-18 00:18:40,overcast clouds
579,Borazjan,29.2666,51.2159,67.55,25,0,0.94,IR,2022-04-18 00:18:41,clear sky
580,Blackwater,-23.5833,148.8833,76.01,46,0,9.37,AU,2022-04-18 00:18:41,clear sky
581,Helong,42.5397,128.9972,46.38,40,100,5.53,CN,2022-04-18 00:18:41,overcast clouds
582,Nabire,-3.3667,135.4833,80.8,86,90,0.98,ID,2022-04-18 00:18:42,overcast clouds
583,Ushtobe,45.2514,77.9838,59.97,23,67,7.09,KZ,2022-04-18 00:18:42,broken clouds
584,Vanavara,60.34,102.2797,35.47,74,96,11.52,RU,2022-04-18 00:18:42,overcast clouds
585,Dwarka,22.2394,68.9678,79.47,76,7,10.94,IN,2022-04-18 00:18:43,clear sky
586,Tipuani,-15.5648,-68.0185,66.83,89,72,0.67,BO,2022-04-18 00:18:43,broken clouds
587,Zhangye,38.9342,100.4517,45.27,30,2,6.02,CN,2022-04-18 00:18:44,clear sky
588,Nybro,56.7446,15.9071,34.05,76,42,2.95,SE,2022-04-18 00:18:44,scattered clouds
589,Bundaberg,-24.85,152.35,80.22,58,31,11.5,AU,2022-04-18 00:18:44,scattered clouds
590,Pristina,42.6727,21.1669,36.77,84,100,12.66,XK,2022-04-18 00:14:45,overcast clouds
591,Verkhnyaya Inta,65.9811,60.3094,26.89,94,81,13.29,RU,2022-04-18 00:18:45,broken clouds
592,San Juan De Los Morros,9.9115,-67.3538,74.59,80,100,3.96,VE,2022-04-18 00:18:45,overcast clouds
593,Skibbereen,51.55,-9.2667,45.1,80,35,8.99,IE,2022-04-18 00:18:45,scattered clouds
594,Marienburg,54.0359,19.0266,33.89,78,32,3.89,PL,2022-04-18 00:18:46,scattered clouds
595,Brae,60.3964,-1.353,46.31,79,98,19.75,GB,2022-04-18 00:18:46,overcast clouds
596,Lobito,-12.3481,13.5456,77.11,88,100,2.19,AO,2022-04-18 00:18:46,overcast clouds
597,Popondetta,-8.7537,148.2534,88.63,57,99,2.55,PG,2022-04-18 00:18:47,overcast clouds
598,Laguna,38.421,-121.4238,74.95,24,0,10.36,US,2022-04-18 00:15:24,clear sky
599,Camana,-16.6228,-72.7111,66.88,80,59,6.49,PE,2022-04-18 00:18:47,broken clouds
600,The Pas,53.8251,-101.2541,32.02,37,40,5.75,CA,2022-04-18 00:18:48,scattered clouds
601,Avera,33.194,-82.5271,71.65,67,100,1.54,US,2022-04-18 00:18:48,overcast clouds
602,Carballo,43.213,-8.691,56.75,94,96,7.43,ES,2022-04-18 00:18:49,overcast clouds
603,Coquimbo,-29.9533,-71.3436,59.7,80,6,1.52,CL,2022-04-18 00:16:03,clear sky
